generation,best_cost,avg_cost,worst_cost,best_coverage,avg_coverage,worst_coverage,best_distance,avg_distance,worst_distance,avg_sites,min_sites,max_sites
59,14007874.925477855,108746973.05205345,332505607.6487787,215.77140382528768,198.22873771124782,69.58251954162215,0.7663671412336212,1.207755413861031,2.2990108890632266,24.84,5.0,69.0
60,14007874.925477855,103232460.98833486,332505607.6487787,215.77140382528768,198.22873771124782,69.58251954162215,0.7663671412336212,1.2171054526945821,2.2990108890632266,23.76,5.0,69.0
61,14007874.925477855,102597393.1321849,332505607.6487787,215.77140382528768,195.30496002557447,69.58251954162215,0.7663671412336212,1.235721468201276,2.2990108890632266,23.62,5.0,69.0
62,14007874.925477855,98064767.18748255,307120091.0269006,215.77140382528768,195.30496002557447,69.58251954162215,0.7543464555191218,1.2368072192820054,2.2990108890632266,22.76,5.0,65.0
63,14007874.925477855,96329439.84545055,307120091.0269006,215.77140382528768,192.38118233990116,69.58251954162215,0.7543464555191218,1.2566762034746624,2.2990108890632266,22.38,5.0,65.0
64,14007874.925477855,91835752.44448265,307120091.0269006,215.77140382528768,192.38118233990122,69.58251954162215,0.7543464555191218,1.2762476063922306,2.2990108890632266,21.46,5.0,65.0
65,14007874.925477855,92286094.95048262,307120091.0269006,215.77140382528768,192.38118233990116,69.58251954162215,0.7543464555191218,1.2730937451029758,2.2990108890632266,21.72,5.0,65.0
66,14007874.925477855,78065373.28454901,307120091.0269006,215.77140382528768,189.45740465422787,69.58251954162215,0.7543464555191218,1.3174668759218675,2.2990108890632266,18.96,5.0,65.0
67,14007874.925477855,81739173.45168766,307120091.0269006,215.77140382528768,198.22873771124782,69.58251954162215,0.7543464555191218,1.2584050023340498,2.2990108890632266,19.74,5.0,65.0
68,14007874.925477855,84531105.54679666,307120091.0269006,215.77140382528768,198.22873771124782,69.58251954162215,0.7543464555191218,1.2880482138064906,2.2990108890632266,20.2,5.0,65.0
69,14007874.925477855,91721956.92446697,308204184.3571006,215.77140382528768,195.30496002557447,69.58251954162215,0.7480460486279334,1.2727260600826416,2.2990108890632266,21.64,5.0,65.0
70,14007874.925477855,90088990.50443168,308204184.3571006,215.77140382528768,192.38118233990122,69.58251954162215,0.7480460486279334,1.2839867218538723,2.2990108890632266,21.26,5.0,65.0
71,14007874.925477855,92630406.91677691,308204184.3571006,215.77140382528768,189.45740465422787,69.58251954162215,0.7480460486279334,1.3005980306176235,2.2990108890632266,21.66,5.0,65.0
72,14007874.925477855,97940458.7539095,308204184.3571006,215.77140382528768,189.45740465422787,69.58251954162215,0.7480460486279334,1.283128678621189,2.2990108890632266,22.78,5.0,65.0
